step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,,0.5,0.5,1,,Introduction,"Love is often imagined as something big and romantic, but if we look at UCSB shows that it lives mostly in small, ordinary moments. Over more than two hours of field observation across campus, from the Carillo dining commons, the Lagoon, a walkway near the HSSB building, and a lecture hall, I noticed that love appears as friendship, mentorship, and community care far more normal than as romance. These quiet moments are easy to miss, yet they hold a community together. This exhibition argues that at UCSB, love functions as an implicit, almost invisible practice of attention and care: students and mentors demonstrate love through small, generous acts that create emotional safety and a sense of belonging. Connecting to three Unit 2 readings, Arthur C. Brooks’s “Love Is Medicine for Fear,” Emily Esfahani Smith’s “The Secret to Love Is Just Kindness,” and Mandy Len Catron’s “To Fall in Love with Anyone, Do This”. Each story connects an observed moment to a larger idea about how love works. Together, the four stories reveal that love is an action we choose voluntarily, in everyday campus life.",,,,,,,,
